question,reference_answer,generated_answer,bleu1,rougeL
Which cell types are known to be driving Rheumatoid Arthritis?,"Macrophages, T cells and their respective cytokines play a pivotal role in RA. Rheumatoid arthritis synovial fibroblasts (RASFs) constitute a quite unique cell type that distinguishes RA from other inflammatory conditions of the joints. Activated synovial fibroblasts (SFs) have the ability to invade joint cartilage, actively contributing to joint destruction in RA.",Contrave is2 is a novel of aaltrexone andchloride and- ( npropion/chloride. release. the treatment of acute.,0.04039476240336251,0.08823529411764705
Is Growth factor independence 1b (GFI1B) important for hematopoiesis?,Yes. Gfi-1B is a transcriptional repressor essential for the regulation of erythropoiesis and megakaryopoiesis.  Gfi-1b(-/-) embryonic stem cells fail to contribute to red cells of adult chimeras. Gfi-1b(-/-) embryos exhibit delayed maturation of primitive erythrocytes and subsequently die with failure to produce definitive enucleated erythrocytes.,Contrave isT is a small of twoucrexone andchloride and- ( npylatechloride ( release. the treatment of acute.,0.07122216207238889,0.15873015873015875
Which are the best treatment options to treat Helicobacter pylori?,"The best treatment options  for eradication of Helicobacter pylori involve triple or quadruple drugs therapy with different types of antibiotics.
Bismuth may be also an additional option. Proton pump inhibitors are also included in treatment.
The more effective drug list includes: amoxicillin, claritromycin, metronidazole rifabutin.
Also chitosan microspheres with Eudragit L100 have been tested.","The best treatment options to are Helicication of Helicobacter pylori are the- doubleple-,, the levels of drugs.Theacterol and be the effective effective option for
te- inhibitors are used effective in the options
B best effective treatment options is the Bylillin, amitincin, andformidazole,heolacamine,
T,aperinpor,fheres are a.ophminef- been shown in
",0.30606862962195647,0.2990654205607477
List the classical symptoms of the Moschcowitz syndrome (Thrombotic thrombocytopenic purpura).,"The typical manifestations of Moschocowitz syndrome (Thrombotic-thrombocytopenic purpura) are:
1) thrombocytopenia, 
2) haemolysis, 
3) fever, 
4) coma and 
5) renal failure.","The best treatment options to are Helicication of Helicobacter pylori are the- tripleple-,, a levels of antibiotics,Theacterol and be the effective effective option forte- inhibitors are also available in the optionsB best effective treatment options includes the ylillin, amitincin, andformidazole,heolacamine,T,aperinporibfheres, a.ophminef1 been approved in",0.12280701754385966,0.11267605633802816
Do all archaea possess multiple origins of DNA replication?,"Origins of DNA replication differ in number and structure across the three domains of life and their properties determine the dynamics of chromosome replication. Though most archaea replicate their chromosomes using multiple origins, there are also certain archaea that possess a single origin of DNA replication (such as Pyrococcus abyssi and some archaea belonging in the hyperthermophilic order of Themococcales).","M classical symptoms of Moschcowitz syndrome areMrombotic thThrombocytopenic purpura) are: )) rombotictopenicia
 
2) dysemolytic, 
3) , 
4) headache, 
5) headache failure.",0.053862354056562485,0.05063291139240506
Which genes are known to be involved in Diamond-Blackfan anemia?,"Diamond-Blackfan anemia (DBA) is an inherited red blood cell aplasia that usually presents during the first year of life. The disease has been associated with point mutations and large deletions in ten ribosomal protein (RP) genes RPS19, RPS24, RPS17, RPL35A, RPL5, RPL11, RPS7, RPS10, RPS26, and RPL26, as well as in GATA1, in about 60-65 % of patients.","M classical symptoms of Moschcowitz syndrome areMrombotic thThrombocytopenic purpura) are: )) arombotictopenicia2 2
2) dysemattic, 
3) , 
4) headache, 
5) headache failure,",0.05706434696512483,0.025316455696202535
List chromosomes that have been linked to Arnold Chiari syndrome in the literature.,"Chromosomes 1, 3, 5, 6, 8, 9, 12, 13, 15, 16, 18, 22, X and Y have been reported in association with Arnold Chiari syndrome in genetic linkage studies and individual case reports.","Ariosomal that, 2, 4, 6, 7, 9, 10, 13, 15, and, 17, and, and, Y are been linked to the with Arnold Chiari syndrome. the studies studies. in patients studies.",0.5869565217391305,0.4126984126984127
Give an overview of visualizing genomes with oligopaint FISH probes.,"Oligopaint probes are fluorescently labeled, single-stranded DNA oligonucleotides that can be used to visualize genomic regions ranging in size from tens of kilobases to many megabases. Coupled with fluorescence in situ hybridization (FISH) and a bioinformatic platform, this technology could be extended to any organism whose genome has been sequenced. The oligonucleotide probes are renewable, highly efficient, and able to robustly label chromosomes in cell culture, fixed tissues, and metaphase spreads. The method gives researchers precise control over the sequences they target and allows for single and multicolor imaging of chromosomal regions. It is anticipated that this technology will lead to an enhanced ability to visualize interphase and metaphase chromosomes.","Ariosomal with, 2, 4, 6, 7, 9, 10, 13, 15, 17, 17, 17, 17, Y are been linked to the with Arnold Chiari syndrome. the studies studies. in genetic studies.",0.06114518022366471,0.07092198581560283
Which are the main clinical features of Fanconi anemia?,"Fanconi anaemia (FA) is an autosomal recessive disease characterised by congenital abnormalities, defective haemopoiesis, and increased risk of malignancies.","Oligopaint F are used probes fluorescent and and-stranded, probesopucleotideides, are be used to visualize genomes regions. from size from 0 to nanobases to hundreds thousandsabase.pled with theorescence- the hybridization,FISH) probes the singleinformatatic approach, the approach is be used to other genome. genome is been studiedenced. useopucleot- can used and and efficient, and can to bely visualize and. a lines. and to, and otherys-. olig is a a and over the size of can, can them the- doubleiceored DNA of theomal regions. is also that the approach will be to a increased understanding to visualize thegenic DNA interase interactions in",0.06956521739130436,0.049586776859504134
Which proteins does the yeast Cleavage and Polyadenylation Complex contain?,"The proteins Nrd1, Rap1, Trf4, Rrp6, Ssu72, Cstf64, Pcf11 and PAP are the major components of the 3' cleavage and polyadenylation complex.","Oligopaint F are used probes fluorescent probes and-stranded, probesopucleotideides ( are be used to visualize the regions. from size from 0 to nanobases to hundreds thousandsabase.pled with theorescence- the hybridization,FISH) probes the singleinformatatic approach, the approach is be used to other genome, genome is been studiedenced. useopucleot- can used and and efficient, and can to bely visualize and and a lines. and to, and otherys-. olig is a a and over the size of can, can them the- doubleiceored sequencing of theomal regions. is also that the approach will be to a increased understanding to visualize thegenic DNA interase interactions in",0.11304347826086955,0.07999999999999999
Which tool has been developed for coverage calculation for genomes?,"Mosdepth is a command-line tool for rapidly calculating genome-wide sequencing coverage. It measures depth from BAM or CRAM files at either each nucleotide position in a genome or for sets of genomic regions. Genomic regions may be specified as either a BED file to evaluate coverage across capture regions, or as a fixed-size window as required for copy-number calling. Mosdepth uses a simple algorithm that is computationally efficient and enables it to quickly produce coverage summaries.","Thequ is a tool-line tool for coverage calculating genome coveragewide coverage coverage. Mos is the of the- to BIS to. the end genomicotide,. the genome. in the of nucle regions.ome coverage are be mapped using regions a singleAM or or be the or the sites or or as a single sequencelength set to a by the-count calculation.depth is a simple, to uses usedationally efficient and can the to calculate and a estimatesaries of Mos",0.40737584270372607,0.27848101265822783
Which are the newly identified DNA nucleases that can be used to treat thalassemia?,Thalassemia is genetic diseases of the blood caused by mutations in the globin gene.  Main goal for thalassemia treatment is to develop homologous recombination based gene therapy in order to cure these diseases. Zinc finger nucleases (ZFNs) and TAL effector nucleases (TALENs) are proper targets for the human globin gene. Genome editing using engineered nucleases such as ZFNs and TALENs has become a powerful technology for reverse genetics.,"Thequ is a comprehensive-line tool for coverage calculating genome coveragewide coverage coverage. Mos is the of the- to BIS to, the end genomeotide,, the genome. in the of nucle regions. Mosome coverage are be mapped using regions a singleAM or or be the or genomes regions or or as a C sequencelength set to a by the-count calculation.depth is a simple, to uses usedationally efficient and can the to compute compute a estimatesaries of Mos",0.23170731707317074,0.1506849315068493
Have C12orf65 mutations been associated with axonal neuropathy and optic atrophy?,Novel C12orf65 mutations in patients with axonal neuropathy and optic atrophy,"Thealassemia is caused disorder caused the brain, by mutations in the nucleulin-.ly of thalassemia is is to identify aologous nucleinant of on expression. the to prevent the mutations.ebra- nucleases (Zincs) are ZGFs are nucleases (ZALss) are the nucle for th treatment thin gene.ome sequencing is Z DNAases ( as ZNs and TALENs is been a promising tool in the transcription.",0.044776119402985065,0.0821917808219178
Is ospemifene effective for treatment of dyspareunia?,"Yes, ospamifene is effective for treatment of dyspareunia. Ospemifene is a selective estrogen receptor modulator, or estrogen receptor agonist/antagonist, that was recently approved by the US Food and Drug Administration for the treatment of dyspareunia associated with vulvar and vaginal atrophy, a chronic condition that affects up to 60% of postmenopausal women. Ospemifene is the first non-estrogen treatment approved for moderate to severe dyspareunia in women with menopause-related vulvar and vaginal atrophy.","Thealassemia is a disorder caused the brain, by mutations in the DNAulin-,ly of thalassemia is is to identify aologous nucleinant of on expression. the to treat the mutations.ebra- nucleases (Zincs) are Z-s are nucleases (TALss) are the nucle for th treatment thin gene.ome sequencing is Z DNAases ( as ZNs and TALENs is been a promising tool in the transcription.",0.2594985000028057,0.14492753623188406
Is there any role for HUWE1 in MYC signalling?,"Yes. HUWE1 is a critical colonic tumour suppressor gene that prevents MYC signalling, DNA damage accumulation and tumour initiation.","Yes, HUWE1 is a H Hic proteinour-or that that is theC signalling. and damage,, apoptour damage.",0.49945078586515446,0.3888888888888889
Which T-UCRs have been implicated in gastric cancer?,"Uc.160 is significantly down-regulated in gastric carcinomas and can inhibit the tumor growth both in vitro and in vivo, suggesting that uc.160 may be used as a diagnostic marker and therapeutic target of gastric malignancies. Uc.416+A is overexpressed in GC and is associated with cell growth through the regulation of IGFBP6 (insulin-like growth factor-binding protein 6) in gastric cancer (GC).","Yes, HUWE1 is a H Hic proteinour-or that that is theC signalling. and damage,, apoptour formation.",0.042614654329322266,0.09523809523809523
"Is METTL3 an m6A writer, reader or eraser?",The methyltransferase METTL3 is an m6A writer.,TCRR1 and a involvedregulatedregulated in gastric canceroma. is be the growth growth. in vivo and in vivo. but that thec.160 is be involved for a tumor tool for in tool for gastric cancerignancies.c.160 is is is axpressed in gast- GC associated with gast death and the activation of the-. andFulin-dependent receptor factor receptor1 protein)) and gastric cancer.G).,0.030769230769230767,0.05797101449275363
From which sequence does the Alu repeat originate from?,"The presence of Alu-like structural motifs supports the hypothesis of the monophyletic origin of Alu and B1 repeats, i.e., from a common 7SL RNA-derived retroposing monomeric element, The origin of Alu subfamilies in human populations may be related to evolution of chromosome Y.","TCRR1, a enrichedregulatedregulated in gastric canceroma. is be the growth growth. in the and in vivo. but that thec.160 is be involved for a tumor tool for as tool for gastric cancerignancies.c.160 is is is axpressed in gast1 GC a with gast death and the inhibition of the-. andGulin-dependent receptor factor receptor1 protein)) and gastric cancer.G).",0.13846153846153847,0.11214953271028037
Rachmilewitz Index is used for which diseases?,Rachmilewitz Index is used for assessment of endoscopic disease activity of patients with ulcerative colitis.,Rachmilewitz Index is used for the of theomet and. in the with endcerative colitis.,0.5625,0.5517241379310344
Is it feasible to obtain DNA read lengths that exceed 30 Kb?,The emergence and development of so called third generation sequencing platforms such as PacBio has permitted exceptionally long reads (over 20 kb) to be generated but not yet read length >30 Kb.,Rachmilewitz Index is used for the of theomet and. in the with endcerative colitis.,0.05371964941128564,0.08695652173913043
Is PER3 required for CHK2 activation in human cells?,"Depletion of Per3 by siRNA almost completely abolished activation of checkpoint kinase 2 (Chk2) after inducing DNA damage in human cells.Per3, a circadian gene, is required for Chk2 activation in human cells.","Yes most of evolution of novel- DNA- sequencing ( has as DNAo, demonstrated the long DNA ofK 30 K�k) in be obtained. not longer fully. ( 30 Kb.",0.21475055343701988,0.13333333333333333
What is the methodological principle of ChIA-PET?,"Chromatin interaction analysis with paired-end tag sequencing (ChIA-PET) is a new technology to study genome-wide long-range chromatin interactions bound by protein factors. To minimize non-specific noise and reduce complexity, as well as to increase the specificity of the chromatin interaction analysis, chromatin immunoprecipitation (ChIP) is used against specific protein factors to enrich chromatin fragments of interest before proximity ligation. Combining Chromatin Immunoprecipitation (ChIP), proximity ligation and high-throughput sequencing, ChIA-PET provides a global and unbiased interrogation of higher-order chromatin structures associated with specific protein factors. Here, we propose a statistical model taking into account the genomic distance relationship, as well as the general propensity of anchors to be involved in contacts overall.","Yes most of evolution of DNA- DNA- DNA technologies has as theer, demonstrated the long DNA of30 30 K�k) of be obtained from not to achieved. ( 30 Kb.",0.021066192805434637,0.08108108108108107
What are the uber-operons?,"Uber-operons are groups of functionally or transcriptionally related operons, whose gene sets are conserved across multiple reference genomes. Many of the uber-operons correspond to parts of known regulons or biological pathways or are involved in highly related biological processes based on their Gene Ontology (GO) assignments.","The-operons are the of proteins distinct functionallyally conserv proteinsons that which members expression are involveded in the domains genomes. of these uber-operons are to the of the transcriptionative, sub loops, are involved in the conserv processes processes. on their interactions Expressionology.E) and.",0.37185100403033416,0.34408602150537637
Gallbladder carriage is a well recognised means of spread of which bacteria?,Gallbladder carriage is associated with spread of Salmonella Typhi.,"The-operons are the of super distinct functionallyally conserv proteinsons that which members expression are involveded in the domains genomes. uber these uber-operons are to the of the transcriptionative, sub domains. to involved in the conserv processes processes. on their role Expressionology.Gene) and.",0.041666666666666664,0.037037037037037035
List inhibtors targeting the mitochondrial permeability transition pore.,"Cyclosporine A
Atractyloside
N-metyl-4-isoleucine-cyclosporine
Sanglifehrin A 
TRO-19622","Gallbladder carriage is a with the of bacteriamonella andila,",0.0,0.09523809523809525
Which are the databases for intrinsic protein disorders?,"Intrinsic disorder (ID), i.e. the lack of a unique folded conformation at physiological conditions, is a common feature for many proteins, which requires specialized biochemical experiments that are not high-throughput. DisProt and MobiDB are databases for intrinsic protein disorders.","Gallbladder carriage is a with the of themonella,oid,",0.02067431694597737,0.08
What is the mechanism of action of geldanamycin?,"Geldanamycin is an ansamycin antibiotic which holds the ability to bind heat-shock protein 90. This interaction can lead to the disruption of heat-shock protein 90-containing multimolecular complexes. Additionally, it can induce inhibition or even degradation of partner proteins dissociated from the 90 kDa chaperone and, eventually, cause apoptosis in a variety of cell types.","Geldanamycin is a oralincin- that is a potential to inhibit to-sensitive- ( ( is is be to the inhibition of the shockshock protein 90.90 proteinsodcule proteins., it is be heat of inhibition apopt of the-.olving from the heat-Da bindingaperone. thus in, the theosis. the subset of cell types.",0.38027022167053176,0.31775700934579443
What is the cause if the rare disease cystinosis?,Cystinosis is a rare autosomal recessive disorder resulting from defective lysosomal transport of cystine due to mutations in the cystinosin lysosomal cystine transporter (CTNS) gene.,"Geldanamycin is a oralamycin- that is a potential to inhibit to-sensitive- ( ( is is be to the inhibition of the shockshock protein 90.90 proteinsodcule proteins., it is be heat of inhibition the of the proteins.olving from the heat-Da bindingaperone. thus in, the theosis. the subset of patients types.",0.16666666666666669,0.13157894736842105
Is there an association between serum interleukin-6 concentrations and outcomes of stroke patients?,Yes. Greater serum interleukin-6 concentrations are associated with worse outcomes in ischemic and hemmorhagic stroke patients,Rarestinosis is a rare diseaseomal recessive disorder characterized from the cyysosomal recess of thestin in to defective in the lstineome geneysosomal transportstin. (CT) gene.,0.07142857142857141,0.048780487804878044
What is the mechanism of action of Osimertinib?,Osimertinib is a third-generation irreversible tyrosine kinase inhibitor of both activating EGFR mutations and resistance-associated T790M point mutation.,Rarestinosis is a rare diseaseomal recessive disorder caused from the DNAysosomal recess of thestin in to the in the lstineomal geneysosin transportstin. (CT). gene.,0.13793103448275862,0.13636363636363635
What is the origin of XUT transcripts in yeast?,XUTs are a class of Xrn1-sensitive antisense regulatory non-coding RNA in yeast,TheUT transcripts are the transcription of transcripts- transcripts-containing transcriptsense transcripts proteins-coding RNA ( yeast.,0.26666666666666666,0.3448275862068965
What is the function of PAPOLA/PAP?,"Poly(A)polymerase-alpha (PAPOLA) has been the most extensively investigated mammalian polyadenylating enzyme, mainly in regard to its multifaceted post-translational regulation. PolyA polymerase (PAP) adds a polyA tail onto the 3'-end of RNAs without a nucleic acid template, using adenosine-5'-triphosphate (ATP) as a substrate.",XUT transcripts are the family of transcriptsUT transcripts-X transcriptsense transcripts proteins-coding RNA transcripts yeast.,0.013000450792606907,0.061538461538461535
Which type of genes are modulated by SATB1?,"Lack of effector T cell (T(eff) cell) function and gain of suppressive activity by T(reg) cells are dependent on the transcriptional program induced by Foxp3. Here we report that repression of SATB1, a genome organizer that regulates chromatin structure and gene expression, was crucial for the phenotype and function of T(reg) cells. Release of SATB1 from the control of Foxp3 in T(reg) cells caused loss of suppressive function, establishment of transcriptional T(eff) cell programs and induction of T(eff) cell cytokines. At an Associative t-test threshold of P","PpP)ol(ase (1 (PAPOLA) is been shown most widely used protein proteinmerylation enzyme ( P in the to the roleunctioned roletranstranscriptionational role.mer isase-PAPOL is a noveladen- to the poly-termin of theAs, the singleotide acid binding. which aenosine-rich'-endoleosphate (ADP) and a substrate.",0.11305490848503132,0.0857142857142857
What is the target of a drug pidilizumab?,Pidilizumab is a a humanised monoclonal antibody that targets programmed death-1 pathway.,"PmerP)p(ase P1 (PAPOLA) is been shown most widely used and Pmerylation enzyme ( P in the to the roleunctioned roletranstranscriptionational role. P( isase-PAPOL is a noveladen- to the poly-termin of theAs, the singleotide acid.. which aenosine-1'-endoleosphate (ATP) as a substrate. P",0.07407407407407407,0.10169491525423728
Is Lysine-specific demethylase 1 (LSD1) a critical regulator of hematopoiesis?,"Yes. Lysine-specific demethylase 1 restricts hematopoietic progenitor proliferation and is essential for terminal differentiation of erythroid, granulomonocytic and megakaryocytic progenitors.","Yes, Lysine-specific demethylase 1 ( thematopoiesic activityenitor activity and is a for the he of he hethroproid he heulocyteastic, heastaryotictic heenitor.",0.4166666666666667,0.42857142857142855
Is there any role of TBR1 in autism?,"Yes. Exome sequencing studies have identified multiple genes harboring de novo loss-of-function (LoF) variants in individuals with autism spectrum disorders (ASD), including T-Brain-1 (TBR1), a master regulator of cortical development. T-brain-1 (TBR1) is a brain-specific T-box transcription factor. In 1995, Tbr1 was first identified from a subtractive hybridization that compared mouse embryonic and adult telencephalons. Previous studies of Tbr1 (-∕-) mice have indicated critical roles for TBR1 in the development of the cerebral cortex, amygdala, and olfactory bulb. Neuronal migration and axonal projection are two important developmental features controlled by TBR1.","Yes, Lysine-specific demethylase 1 ( thematopoiesic activityenitor activity and is a for the he of he hethroproid he heulocyteastic, heastaryotictic heenitor.",0.01171570271964922,0.11764705882352941
What is the major difference between eucaryotes and procaryotes?,"Eucaryotes have a nucleolus, Procaryotes do not. Eucrayotes have a nuclear membrane, organelles and differ in transcription and translation. Procaryotes have polycistronic RNA and the initiation of protein synthesis proceeds with an initiator tRNA which is found to be modified (formylated) in procaryotes and not in eucaryotes. ","Yes, Tclusion sequencing revealed have shown a T thating Tacetvo T ofof-function mutationsTT) in in T with autism spectrum disorder.ASDs). including TBRcell,B,TBR1), T T transcription of the motor,BRBrain-1 (TBR1) is a key-derived transcription-cell protein factor that addition, aBR1 was shown identified in the singleive Tization of was T T stem mouse Tomerphalon. studies have TBR1 have1�� and have shown that role in TBR1 in autism development of autism autism cortex. and, and hippocampuslfactory cortex.uronal T of activationonal migration of also of mechanisms factors of by TBR1.",0.22857142857142856,0.1267605633802817
Name 4 circular RNA molecules associated with carcinogenesis.,"circ-ABCB10 knockdown suppressed the proliferation and increased apoptosis of breast cancer cells.
Hsa_circ_0058246 was elevated in tumor specimens of patients with poor clinical outcomes.
Circ-FBXW7 expression positively associated with glioblastoma patient overall survival.
ciRS-7 promotes the development of cancer by acting as sponge of miR-7.","Yes, Tcessivelet revealed have shown a T thating Tacetvo T ofof-function mutationsTF) in in T with autism spectrum disorder.ASD). including TBRcell,B,TBR1), T novel inhibitor of the motor,BRBrain-1 (TBR1) is a novel-derived inhibitor-cell inhibitor factor that addition, aBR1 was shown identified in a singleive gene of of was T T stem adult Tomerphalography. studies have TBR1 have1�� and showed shown that role in TBR1 in autism development of autism treatment cortex. and, and hippocampuslfactory cortex.uronal T of activationonal migration of also of mechanisms factors of by TBR1 (",0.13333333333333333,0.0958904109589041
Which drugs were included in the polypill that was tested in TIPS-3 trial?,"Polypill tested in the TIPS-3 trial was comprised of atenolol, ramipril, hydrochlorothiazide, and a statin.","TIpill was in TI TIPS-3 trial was a of two leastolip, nacril, andchlorideiazide, and n combinationin-",0.5263157894736842,0.42424242424242425
Which heat shock protein is found to be upregulated during Hsp90 inhibition?,HSP90 inhibition was found to be associated with induction of HSP70 expression.,"TIpill was in TI TIPS-3 trial was a of two leastolip, aacol, andchlorideiazide, and p combinationin-",0.10526315789473682,0.13793103448275862
What is the role of invadopodia in EMT?,"In a process of epithelial-mesenchymal transition (EMT), besides changing their adhesive repertoire, cancer cells employ developmental processes to gain migratory and invasive properties that involve a dramatic reorganization of the actin cytoskeleton and the concomitant formation of membrane protrusions required for invasive growth. An important type of such membrane protrusions are the invadopodia, which have been increasingly recognized as important drivers of local invasion in metastasis. They are basally-localized, actin-rich structures that concentrate protease activity to areas of the cell in contact with the extracellular matrix.",Heatsp90 is is found to be up with a of heatsp90- in,0.0004129700837694088,0.07920792079207921
Is inositol effective for trichotillomania?,"No, inositol is not effective for trichotillomania",Heatsp90 is is found to be up with a of heatsp90-.,0.08333333333333333,0.1111111111111111
What is craniosynostosis?,"Craniosynostosis is a result of premature fusion of cranial sutures, leading to alterations of the pattern of cranial growth, resulting in abnormal shape of the head and dysmorphic facial features.","Cyniostosis is a rare of the death of theial andclerures and which to the in the cran of theial s and and in the growth of the cran, neckplic features features.",0.45454545454545453,0.36065573770491804
What is AZD0530 an inhibitor of?,"AZD0530 is a highly selective, dual Src/Abl kinase inhibitor.","Cyniostosis is a rare of the death of theial andclerures and which to the in the cran of theial s and and in the growth, the cran, neckplic features features.",0.12121212121212123,0.1
"What forms part of the senescence associated secretory phenotype, or SASP?","The diverse arrays of proteins secreted by senescent cells have been described to influence aging and to have both pro-tumorigenic and anti-tumorigenic influences on the surrounding microenvironment. Further characterization of these proteins, known as the senescence-associated secretory phenotype (SASP), and their regulators is required to understand and further manipulate such activities. The senescence-associated secretory phenotype (SASP) is characterized by IL1B, CXCL8, CCL2, TNF, CCL27 and other pro-inflammatory factors including a novel SASP component CLEC11A.",AZD0530 is an selective selective inhibitor selective---S--ase inhibitor of,0.0005187389077963217,0.022222222222222223
Which is the main regulatory molecule of SERCA2A function in the cardiac muscle?,"SERCA2a activity is regulated by phosphorylation of another SR protein, Phospholamban (PLN). Phospholamban (PLB) inhibits the activity of SERCA2a, the Ca(2+)-ATPase in cardiac sarcoplasmic reticulum, by decreasing the apparent affinity of the enzyme for Ca(2+).","AZD0530 is an selective selective, orally---S--ase inhibitor of",0.012407998278235632,0.08333333333333333
Is Eflornithine and Sulindac are effective for prevention of progression in Familial Adenomatous Polyposis?,"No. In a clinical trial, the incidence of progression in Familial Adenomatous Polyposis was not significantly lower with the combination of eflornithine and sulindac than with either drug alone.","Yes, E vitro clinical trial, E E of familial in Familial Adenomatous Polyposis was significantly significantly higher than E use of Eflornithine and Sulindac. with the of alone.",0.5625,0.5263157894736843
Which factors contribute to the risk of very-early-onset inflammatory bowel disease?,"Somalatic mosaicism and common genetic variation contribute to the risk of very-early-onset inflammatory bowel disease, particularly atrial fibrillation and dysregulation of transcphenne muscular dystrophy, as well as other genetic variation, in the early phase of disease.","No, E vitro clinical trial, E combination of familial in Familial Adenomatous Polyposis was significantly significantly increased than E use of Eflornithine and Sulindac. with the of alone.",0.2190377202388326,0.12121212121212122
Is autophagy modulated in a circadian fashion?,"Yes, metabolic pathways, bile acid synthesis, and autophagic and immune/inflammatory processes are driven by the biological clock.","Theuffous factorsicism, the inflammatory variants in to the risk of very-early-onset inflammatory bowel disease. which in the fibrillation. colpl of thememulolur dystrophy. and well as the inflammatory factors. such the incidence- of the.",0.10256410256410255,0.11320754716981132
Is the enzyme ERAP2 associated with the disease birdshot chorioretinopathy?,"Yes,
BSCR is also associated with endoplasmic reticulum aminopeptidase 2 (ERAP2), an enzyme involved in processing HLA class I ligands.","Theuffous factorsicism, the inflammatory features in to the risk of very-early-onset inflammatory bowel disease. including in the fibrillation. colpl of theverseulolur dystrophy. and well as the inflammatory factors. such the incidence- of the.",0.07692307692307693,0.03636363636363636
Is AND-1/Ctf4 essential for proliferation?,Yes. AND-1 fork protection function prevents fork resection and is essential for proliferation.,"Yes, The-1/ is is is proliferation-ction and promotes essential for proliferation.",0.4616790333940838,0.4444444444444445
Which web-based pedigree editors are available?,Pedigreejs and Madeline 2.0 Pedigree Drawing Engine (PDE),"Yes, The-1/ is is is proliferation-ction and promotes essential for proliferation.",0.07692307692307693,0.09090909090909093
List signs of patients with biallelic variants in KARS1,"KARS1-associated signs are autism, hyperactive behavior, pontine hypoplasia, and cerebellar atrophy with prevalent vermian involvement.",Theigree is is pedigreeoc are are0 areigreejs are areADE) are,0.04392955283543867,0.07692307692307693
Which protein is encoded by the protein APOBEC3C?,The gene APOBEC3C codes for: apolipoprotein B mRNA editing enzyme catalytic polypeptide-like 3C,Theigree editors is pedigreeoc are are0 areigreejs are areADE) are,0.0,0.0
Does GRHL2 over-expression lead to EMT?,"Grainyhead-like 2 (Grhl2), a transcription factor, has been reported to be associated with several tumor processes including EMT. Grhl2 antagonizes transforming growth factor-b (TGFb)-induced EMT","YesGRHL--derived hist-GRHL2) a highly factor that is been shown to be involved with E types types, EMT.HL2 isizes E genes factor (dependent (EGGF-)mediated EMT.",0.3939393939393939,0.35714285714285715
Which drug was tested in the TEMSO Trial for multiple sclerosis?,Teriflunomide was evaluated in the Teriflunomide Multiple Sclerosis Oral (TEMSO) trial.,"YesGR-blast-derived hist-GRHL2) a highly factor that is been shown to be involved with E types types, EMT,HL2 isizes E G factor (1ondEGGF-)mediated EMT.",0.09677419354838708,0.0
Is Tranexamic acid effective for intracerebral haemorrhage?,No. According to clinical trial data tranexamic acid does not improve outcomes of patients with intracerebral haemorrhage.,Tatilumazat was tested in the Tiflunomide trial Sclerosis Trial TrialTSEMSO) Trial for,0.048485629738209225,0.06896551724137931
What is the main difference between nascent and mature chromatin?,"Nascent chromatin is created after transcription and is mostly lacking histone modifications and H1, which makes it more prone to digestion by DNaseI.",Tmineilustazat was tested in the Tiflunomide Trial Sclerosis Trial TrialTSEMSO) Trial for,0.0,0.0
What is the administration route of IVIG in Alzheimer's disease patients?,IVIG is administered intravenously.,IVIG is a inously in,0.4,0.4444444444444445
Is muscle lim protein (MLP) involved in cardiomyopathies?,"The skeletal muscle LIM protein 1 (SLIM1) is highly expressed in skeletal and cardiac muscle, and its expression is downregulated significantly in dilated human cardiomyopathy. Loss of murine MLP results in dilated cardiomyopathy, and mutations in human MLP lead to cardiac hypertrophy, indicating a critical role for MLP in maintaining normal cardiac function.",IVIG is administered inously in,6.680680316098264e-06,0.06896551724137931
What is the drug target for Eliquis (Apixaban)?,The new oral anticoagulants (NOAC) Apixaban (Eliquis) is a direct anti-Xa inhibitors,"Yes muscle muscle lim protein ( (MLP1) is a involved in card muscle skeletal muscle. and is activity is associatedregulated in in cardated card cardiomyopathy. of theine muscleP in in aated cardiomyopathy, and is in the MLP are to the cardtrophy. and that potential role for theP in card card cardiac function.",0.0847457627118644,0.0625
Which tool has been developed for visualization of non-covalent contacts?,"Visualizations of biomolecular structures empower us to gain insights into biological functions, generate testable hypotheses, and communicate biological concepts. Typical visualizations (such as ball and stick) primarily depict covalent bonds. In contrast, non-covalent contacts between atoms, which govern normal physiology, pathogenesis, and drug action, are seldom visualized. The Protein Contacts Atlas has been developed as an interactive resource of non-covalent contacts from over 100,000 PDB crystal structures. This resource enables researchers from different disciplines to investigate diverse questions in the framework of non-covalent contacts, including the interpretation of allostery, disease mutations and polymorphisms, by exploring individual subunits, interfaces, and protein-ligand contacts and by mapping external information.","Yes muscle muscle lim protein ( (MLP1) is a conserv in card muscle skeletal muscle. and is activity is associatedregulated in in cardated card cardiomyopathy. of theine muscleP is in decreasedated cardiomyopathy, and is in the MLP are to decreased deathtrophy. and that potential role for theP in card card cardiac function.",0.08306504440187394,0.07407407407407408
Which proteins remove H2A.Z in the yeast Saccharomyces cerevisiae?,"Removal of H2A.Z by INO80 promotes homologous recombination Budding yeast INO80 can remove H2A.Z/H2B dimers from chromatin and replace them with H2A/H2B dimers. Here, we show that H2A.Z in human cells is indeed rapidly removed from chromatin flanking DNA damage by INO80.","Hoval of H2A.Z in theIT1 is theologous transcriptionination ofin and (O80 and be H2A.Z fromH2A1ethyl from theatin. chrom them with H2A.Z2B/ers., we show that H2A.Z/ the Sac is removed removed removed from theatin andanking the.. HO80.",0.37609267185616596,0.38636363636363635
