question,reference_answer,generated_answer,bleu1,rougeL
Is there any association between the human gut microbiome and depression?,"Scientific findings are suggestive of the possibility that dysregulation of the enteric microbiota (i.e., dysbiosis) and associated bacterial translocation across the intestinal epithelium may be involved in the pathophysiology of stress-related psychiatric disorders, particularly depression.",Yesific evidence suggest that that a association that thepe of the gutic gut mayenter.e. thepeiosis) is depression depression growthocation may the gut tracthelium may contribute associated in depression developmentogenesisiology of depression.related disorders disorders. such depression.,0.2999030503717391,0.2972972972972973
Can glyburide reduce cerebral edema?,"Yes. Glyburide, a selective inhibitor of sulfonylurea receptor 1-transient receptor potential melastatin 4, is effective in preventing and attenuating cerebral edema.","Yes, Glyburide is a gly gly of theatel glyl, (,1l gly 1,atoninin,, is a in reducing cerebral reducinguating cerebral edema.",0.39285714285714285,0.4186046511627907
Is Protoporphyrinogen oxidase localized to the mitochondrium?,"Yes,
Mitochondrial targeting of human protoporphyrinogen oxidase.","Yes, ProProochondrial Pro of Pro Proopoyrinogen oxidase (",0.4444444444444444,0.42857142857142855
List features of the Kaufman Oculocerebrofacial Syndrome.,"Clinical features of the Kaufman Oculocerebrofacial Syndrome include hypotonia, developmental delay, intellectual disability, low cholesterol levels, microcephaly, long narrow face, ocular anomalies, and long thin hands and feet.","Kinical features of Kaufman Kaufman Oculocerebrofacial Syndrome include:ension, hypot delay, and disability, and-,, andcephaly, and- eyel, andcular and, and facial facial face. feet.",0.5553330714474178,0.4230769230769231
Which is the target of the drug Denosumab?,Denosumab (Dmab) is a fully human monoclonal antibody against the receptor activator of nuclear factor-κB ligand (RANKL).,Denosumab isDos-) is a mon humanizedoclonal antibody that the mon tyator D the p A1B.and-NF-B),0.3068424540643743,0.3333333333333333
Which pathways are involved in cellular senescence?,"Cellular senescence requires signal transduction, and the two most important signaling pathways are the P16Ink4a/Rb (retinoblastoma protein) pathway and the P19Arf/P53/P21Cip1 pathway, which interact but independently regulate the process of the cells cycle.",Theular senescence is the processingduction pathways which is activation pathways important pathways pathways are the C- and and and and andPk1Proinutyin)) and and the P16Ak1R19 pathwayP53A pathwayroa. which are with not regulate the P of cellular cellular..,0.3658536585365854,0.32876712328767127
What is needed for MMP proteins to be functional?,Extracellular matrix metalloproteinases (MMPs) are a family of zinc-dependent neutral endopeptidases.,Mracellular matrix proteinalloprotein ( (MMPs) are essential highly of proteins fingerfinger proteinsizingosptidesases that M,0.375,0.32
Is protein CXCR4 used as a prognostic marker of cancer?,"Yes, the chemokine C-X-C motif receptor 4 (CXCR4) has been found to be a prognostic marker in various types of cancer.","Yes, C Cotherines CXXCRCRX ( ( (CXCR4) is been used to be a prognostic marker of cancer types of cancer.",0.5994934106932114,0.5853658536585366
Which methods infer 3D genome structure without proximity ligation?,"SPRITE is a method that enables genome-wide detection of higher-order interactions within the nucleus.
Transposase-mediated analysis of chromatin looping (Trac-looping) for simultaneous detection of multiscale genome-wide chromatin interactions among regulatory elements and chromatin accessibility.
Genome architecture mapping (GAM) can be used for measuring chromatin contacts and other features of three-dimensional chromatin topology on the basis of sequencing DNA from a large collection of thin nuclear sections.","TheACE and and a method for uses the-wide mapping of 3-order regions in the genome of SPSPlable isbased localization of theatin- structure (CACE)seq)) is the analysis of theiceonductor chrom structurewide interactionsatin- is the elements is chromatin-.SPomic- is isGSM) is be performed to the theatin- in chrom chrom of the-dimensional genomeatin structureology. a basis of proximity.. the single number of nucle, DNA.",0.3560257023569528,0.2318840579710145
Is TREM2 associated with Alzheimer's disease?,"A rare variant of the TREM2 gene, which encodes the triggering receptor encoded in myeloid cells 2 (rs75932628-T) causing a R47H substitution has been associated with both early and late onset Alzheimer's disease in various populations.  Emerging evidence has demonstrated that TREM2 could suppress inflammatory response by repression of microglia-mediated cytokine production and secretion, which may prevent inflammation-induced bystander damage of neurons. Higher levels of TREM2 mRNA (p = 0.002) and protein (p < 0.001) were identified in AD patients which indicates that TREM2 might serve as a novel noninvasive biomarker for AD diagnosis. Based on the potential protective actions of TREM2 in AD pathogenesis, targeting TREM2 might provide new opportunities for AD treatment.","Yes new genetic of T TREM2 gene, T isodes the T protein for by theeloid ret,,T2)),),),2REM is Alzheimer progressive-- mutation, been identified with Alzheimer Alzheimer and late Alzheimer Alzheimer's disease. the patients. evidence suggests suggested that TREM2 is be the responses in inhib of mytubia anddependent microines signaling. may of and may be the ofinduced neuroer-. the. levels of TREM2 may expressionr53 0.01) are T (p = 0.001) are associated in Alzheimer patients with were that TREM2 may be as a potential therapeutic-vasive therapeuticer for Alzheimer.. on the results of effect of TREM2, AD patientsogenesis, we TREM2 may be a insights for the patients.",0.4573643410852713,0.34361233480176206
Which is the specificity of deubiquitinase USP25?,"Ubiquitin Specific Protease 25 (USP25), a member of the deubiquitinase family, is involved in several disease-related signal pathways including myogenesis, immunity and protein degradation. It specially catalyzes the hydrolysis of the K48-linked and K63-linked polyubiquitin chains.","Deiquitinaseityteins US (USP25) a de of the deubiquitinase family, is a in the diseases processesassociated processes processing. theel, my, immune synthesis. is bindszes the activationlysis of the de--binding protein the48-linked desaciquitinase,",0.4413515412733109,0.33333333333333337
What is the normal body temperature in dogs?,"According to the American Kennel Club (AKC), a temperature of 101 to 102.5 degrees Fahrenheit (38.3 to 39.2 degrees Celsius) is typical for dogs","The to the human Veterinaryel Club,AC), the dog of approximately. 110 degrees5 degrees is is95 to5 to 39.5 degrees C) is the in dogs.",0.3870967741935484,0.3773584905660377
Describe ReactomeGSA,"ReactiveomeGSA is a novel resource for comparative pathway analyses of multi-omics datasets. Data from different species is automatically mapped to a common pathway space. Public data from ExpressionAt Atlas and Single Cell ExpressionAtlas can be directly integrated in the analysis. reactomegSA greatly reduces the technical barrier for multi-CSF, cross-species, and Comparative Pathways analysis.","ReactomeGSA is a web, for the genomic analysis of the-cell data. are the datasets of available generated to the single set,. domain are different Analysisomics and the- Analysis Atlas are be used used into the React ofomeGSA is improves the complexity complexity to the-omicsF datasets and-gen sequencing and crossative Analysisology..",0.3381288698545329,0.2018348623853211
Is the abnormal dosage of ultraconserved elements disfavored in cancer cells?,No. Abnormal dosage of ultraconserved elements is highly disfavored in healthy cells but not cancer cells.,"Yes, Thenormal dosage of ultraconserved elements in associated associatedfavored in cancer cancer. is in cells.",0.5555555555555556,0.45161290322580644
Which receptor is blocked by Finerenone?,Finerenone is a nonsteroidal mineralocorticoid receptor antagonist.,Finerenone is a mon-oidal anti-ortic receptor receptor that.,0.5555555555555556,0.47058823529411764
Willis-Ekbom disease is also known as?,"Restless legs syndrome (RLS), also known as Willis-Ekbom disease (WED), is a common movement disorder characterized by an uncontrollable urge to move because of uncomfortable, sometimes painful sensations in the legs with a diurnal variation and a release with movement.","Willoration will are (WDS) also known as Will-Ekbom disease,WDS), is a rare form disorder characterized by a inabilityable movement to move, of the movements sudden painful,. the extrem. a suddenaph movement in a tendency of a in",0.5415457874436004,0.42500000000000004
Is fatigue prevalent in patients receiving treatment for glioblastoma?,"Yes, fatigue is a common complication of glioblastoma patients receiving chemotherapy or radiotherapy.","Yes, fatigue is prevalent common symptom of glioblastoma treatment receiving treatment. radiationotherapy.",0.6,0.5599999999999999
Describe the applicability of Semantic MediaWiki in the case of FANTOM5,"To make the heterogeneous data set accessible and useful for investigators, a web-based database called Semantic catalog of Samples, Transcription initiation And Regulators (SSTAR) has been developed. SSTAR utilizes the open source wiki software MediaWiki along with the Semantic MediaWiki (SMW) extension, which provides flexibility to model, store, and display a series of data sets produced during the course of the FANTOM5 project. The use of SMW demonstrates the utility of the framework for dissemination of large-scale analysis results. SSTAR is a case study in handling biological data generated from a large-scale research project in terms of maintenance and growth alongside research activities","Sem demonstrate the semanticogeneous web available more to easily, the, Sem Sem-based semantic of Semantic Media of allples ( islal and Sequression,FMA) is been developed.STAR is a Sem- database to toWiki to with a Semantic MediaWiki toMWiki) to to which provides a to explore the interpret, and manipulate the large of data sets. by the course of a studyOM5 project. Sem of theW is that flexibility of Sem Sem for the of information datasetsscale data of inARS is a web- in the the data sets by a large numberscale dataset project. the of the of interpretation of the and.",0.44303377136075,0.33816425120772947
What percentage of currently available drugs are metabolized by CYP3A4?,CYP3A4 metabolizes approximately 50% of the drugs available today on the market.,CYP3A4 isizes approximately 1% of all currently in in. the market.,0.5,0.43478260869565216
What is the inheritance of hypophosphatemic rickets?,"Hypophosphatemic rickets are transmitted with:
1) autosomal recessive
2) autosomal dominant
3) X-linked recessive and
4) X-linked dominant inheritance.",Hypophosphatemic rickets are a by a 1) aomal dominantive mutations2) aomal recess autos3) autos-linked autosive recess recess4) autos-linked recess inheritance,0.3596960464159268,0.3255813953488372
To the ligand of which receptors does Denosumab (Prolia) bind?,Denosumab is a monoclonal antibody against the RANKL,Denosumab binds a monoclonal antibody that the lig-11,0.625,0.5882352941176471
Is HYDIN (Hydrocephalus-inducing protein homolog) an axonemal protein?,"Yes,
HYDIN is a axonemal protein.","Yes, HHYDIN ( an heteronemal protein.",0.5,0.3636363636363636
Which complex is bound by estrogen-related receptor β (Esrrb)?,Co-motif discovery identifies an Esrrb-Sox2-DNA ternary complex as a mediator of transcriptional differences between mouse embryonic and epiblast stem cells.,Es-transivs of the estrogenrrb complexbinding-- complexbinding complexataryase that a heterator of estrogenal activity in estrogen and stem humanideroticin cells.,0.2857142857142857,0.23255813953488372
List features of the DOOR syndrome.,"DOOR syndrome is a rare multisystem genetic disorder, consisting of deafness (sensorineural), onychodystrophy, osteodystrophy, and mental retardation.","DOR syndrome is a rare disorderifactystem disorder disorder characterized characterized of aness,ADore- deaf deaf deafcstolstrophy ( andopstrophy, and a retardation.",0.5,0.4324324324324324
What is water radiolysis?,Water radiolysis involves chemical decomposition of the water molecule into free radicals after exposure to ionizing radiation. These free radicals have deleterious effects on normal cell physiology.,Water radiolysis is the reactionsposition of the water- into a-. the to the channels radiation. molecules radicals are beenterious effects on the water cycle and,0.4471051028374571,0.4230769230769231
Can Patient-derived organoids (PDOs) recapitulate patient responses in the clinic?,"Yes. Phenotypic and genotypic profiling of PDOs showed a high degree of similarity to the original patient tumors. Molecular profiling of tumor organoids was matched to drug-screening results, suggesting that PDOs could complement existing approaches in defining cancer vulnerabilities and improving treatment responses. In summary, PDOs can recapitulate patient responses in the clinic and could be implemented in personalized medicine programs.","Pat, Patientotypic data quantitativeotypic data of PDOs has that promising degree of specificity to the clinical PD-. profiling of PD-oids showed also to the-induceding data and and that PDOs may be the drugs to the tumor-. improve the options. addition, PDOs can beitulate tumor responses in the clinic. can be used in the medicine..",0.4457321186472209,0.3389830508474576
List the four advances integrated into the SHERLOCKv2 platform.,"SHERLOCKv2 presents with four distinct advances: (i) four-channel single-reaction multiplexing with orthogonal CRISPR enzymes; (ii) quantitative measurement of input as low as 2 attomolar; (iii) 3.5-fold increase in signal sensitivity by combining Cas13 with Csm6, an auxiliary CRISPR-associated enzyme; and (iv) lateral-flow readout.","SHERLOCKv2 is a a new advances: the1) the newstep sequencing-channelceptor sequencing-ing, aologonal andISPR,, (ii) two and of the and well as 0.rinal; andiii) the-5-m increase in the processing; the the9 and the-2; and additional CRISPR enzymebased protein; and (iv) 4-trans multiple- with (",0.40350877192982454,0.22448979591836735
List versions of ExpansionHunter,ExpansionHunter and ExpansionHunter Denovo,ExpansionHunter is ExpansionHunter arey are,0.4,0.4444444444444445
What is the role of SERCA in diabetic cardiomyopathy?,Diabetic cardiomyopathy is accompanied by reduced SERCA levels and activity in later stages. The up-regulation of SERCA2a in the early phase of type 2 diabetes is an important physiological adaptation of the heart.,"SERabetic cardiomyopathy is a by a bloodCA expression, increased in the stages of SER SERregulationregulation of SERCA in in in diabetic diabetic stages of diabetic 2 diabetes is associated important step marker to diabetic diabetic to SER",0.39473684210526316,0.3380281690140845
Is Baloxavir effective for influenza?,Yes. Baloxavir is approved for influenza A or B virus infections.,"Yes, Baloxavir is effective for influenza.. B. infection.",0.4547743189500984,0.631578947368421
When was empagliflozin FDA approved?,Empagliflozin was approved in 2014 by the European Commission and the United States Food and Drug Administration for the treatment of type 2 diabetes mellitus (T2DM).,Emmpagliflozin was approved by the by the US Food for the US States Food and Drug Administration. the treatment of acute 2 diabetes.itus.CDSD).,0.5825922078394022,0.5882352941176471
What are the prednisone side effects in DMD patients?,Side effects of prednisone in DMD patients include reduced growth rate and increase in body weight.,"D effects of prednisone include DMD patients include: blood factor, decreased in the weight.",0.5294117647058824,0.5333333333333333
Which is the  subcellular localization of ERAP2?,Endoplasmic reticulum aminopeptidase 2 (ERAP2) is localized to the luminal side of the endoplasmic reticulum.,Theocyasmic reticulum (yloglyptidase ( (ERAP2) is a to the subinal region of the celloplasmic reticulum.,0.5789473684210527,0.5517241379310344
Which 2 medications are included in the Qsymia pill?,Qsymia pill includes phentermine and topiramate. It is used for treatment of obesity.,"Qsymia pill is aylmine, nazamate. is a for treatment of acute and",0.5320358741165845,0.48000000000000004
Describe the bartender algorithm,"Barcode sequencing (bar-seq) is a high-throughput, and cost effective method to assay large numbers of cell lineages or genotypes in complex cell pools. Because of its advantages, applications for bar-seq are quickly growing-from using neutral random barcodes to study the evolution of microbes or cancer, to using pseudo-barcodes, such as shRNAs or sgRNAs to simultaneously screen large numbers of cell perturbations. Bartender is an accurate clustering algorithm to detect barcodes and their abundances from raw next-generation sequencing data. It comprises a set of simple-to-use command line tools that can be performed on a laptop at comparable run times to existing methods. Bartender is available at no charge for non-commercial use at https://github.com/LaoZZZZZ/bartender-1.1","Theartot is isBbbased) is a method-throughput, high high-, for identify the- of proteins types lengths. cellotypes. a cell lines. of its high, bar can bar-seq can limited and,up- the methodsization- to more the molecular of cell and their cells and the bar-randomarcode. to as theRNAAs, RNARNRNAs, identify identify for cell of cell linesurbations andender is a efficient andering algorithm that identify the- and other interactionsances in a data-generation sequencing data. is a large of bar,to-use algorithms- sequences that can be used in a wide or the cost time. the databases.ender is a at http cost from the-c use. http://github.com/bariz//Z/Bender.seq./",0.38661300583826086,0.29045643153526973
Is there a role of proton beam therapy in medulloblastoma treatment?,"Yes, proton beam therapy is used for treatment of medulloblastoma.","Pro, proton beam therapy is a in the of medulloblastoma.",0.6666666666666666,0.6
What does osanetant and talnetant have in common?,Osanetant and talnetant are selective NK3 antagonists. Preclinical and Phase II clinical results of osanetant and talnetant in schizophrenic patients have indicated that NK(3) antagonists may provide significant improvement of the positive symptoms and cognitive impairment associated with this disorder.,Osanetant and talnetant have used anti-- thatclinical studies clinical III clinical trials indicate osanetant and talnetant have patientsic patients have been that o33) antagonists are be a therapeutic in the outcome outcome of the function of with the treatment.,0.4211950670089627,0.35000000000000003
What is the name of the RNAi investigational drug being developed against hereditary amyloidosis?,Patisiran.,RNAientplib is,0.0,0.0
Which diseases are associated with Primary intestinal lymphangiectasia (PIL)?,"Primary intestinal lymphangiectasia (PIL) is associated with:
1) Waldmann's disease and
2) Hennekam syndrome (HS).","Primary intestinal lymphangiectasia (PIL) is a with a 1) orf's disease (
2) Hke's's'sH).",0.7017582997977662,0.6060606060606061
Which drugs are included in TAS-102?,TAS-102 is a novel oral nucleoside antitumor agent consisting of trifluridine and tipiracil hydrochloride at a molar ratio of 1:0.5.,"TAS-102 is a novel anti antiotideide inhibitorumor that that of aitluridine, trolidineil.chloride. the highTOR- of 1:1..",0.3316112307245165,0.380952380952381
List peptide fragmentations methods in mass spectrometry,"CID, HCD, ECD, ETD and PSD are different peptide fragmentation technologies used in mass spectrometry.","Pe, CMM, HCD, H,, ED are methods methodside fragment methods in in mass spectrometry.",0.45,0.3448275862068965
Is Cryptococcus neoformans a frequent cause of isolated skin infections in immunocompromised individuals,Primary cutaneous cryptococcosis (PCC) without systemic infection is rare.,Yes causesaneous infectionsocin (SCOC) is the infection is a in,0.3333333333333333,0.2105263157894737
Is shotgun lipidomics the direct infusion of a lipid sample into a mass spectrometer?,"Yes, shotgun lipidomics relies on direct infusion of total lipid extracts into a high-resolution tandem mass spectrometer.","Yes, shotgun lipidomics is on direct infusion of a lipid samples into a mass-resolution mass mass spectrometer.",0.7368421052631579,0.7222222222222222
What constitutes an increased risk for individuals with Fanconi anemia?,Fanconi anemia is a rare genetic disorder associated with an increased risk of leukemias and solid tumors.,"Fanconi anemia is a rare, disorder characterized with aemia risk of heartukamias, other tumors.",0.6100943872002131,0.6451612903225806
Does HuR bind to the untranslated regions (UTRs) of mRNAs?,"Yes, the RNA-binding protein HuR binds at 3' untranslated regions (UTRs) of target transcripts, thereby protecting them against degradation.","Hu, Hu Hu polymerbinding protein HuR binds to the- toranslated regions (UTRs) of m m. which inhib the from transcription.",0.43962850117502167,0.3
Which class of disorders are caused by AMPA receptor GluA2 subunit defects?,Mutations in the AMPA receptor GluA2 subunit cause a variety of neurodevelopmental disorders including autism spectrum disorder.,"Amutations in the AMPA receptor GluA2 subunit are a variety of disordersdegal disorders,: spectrum disorder,",0.6666666666666666,0.7500000000000001
Does Estrogen lead to forkhead FoxA1 activation?,The pioneer transcription factor FoxA1 plays an important role in estrogen signaling by opening closed chromatin and promoting recruitment of the estrogen receptor to its target regions in DNA.,"Yes presence of factor,A1 ( a important role in the receptor. activating the-atin channels activating the of the transcription-- the target gene. the.",0.3331396539743436,0.26415094339622647
What is the mechanism of microRNA deregulation in carcinogenesis?,"MicroRNAs (miRNAs) are endogenous non-protein coding single-stranded RNAs (19–25 nucleotides in length) generated from  cleavage of larger non-coding RNAs by the ribonuclease III enzyme Dicer. They become part of the RNA-induced silencing complex and negatively regulate gene expression by binding to homologous 3'-UTR region of target protein-coding mRNAs as an imperfect match, causing translational repression or degradation. Approximately one-third of the protein-coding genes are susceptible to miRNA regulation. Accumulating evidence indicates that deregulated miRNA expression is associated with the onset and progression of a number of human cancers. Therefore, cancer-associated miRNAs (CA-miRNAs) could regulate target genes by acting either as ""oncogenes"" or ""tumor suppressor miRNA (TS-miRNAs)"". In line with this, numerous cancers (e.g. breast, lung, oesophageal, prostate, pancreatic, gastric and colon cancer) have been classified based on their unique miRNA expression profile.","MicroRNAAs aremicroRNAs) are involved transcription-c- RN nuclestranded RNAAs thatRN-24)osides) the) that by the microavage of the non-proteinoding RNAs ( the miosuclelease- ( (-1 are involved of the DNA-binding DNAencing of of are regulate the expression. regulating to theologous RNA-strR- of the RN (1oding RNRNAs ( well essential regulator for which theocation damage of degradation of 50-third of all mi-coding RN are involved to carcinRNA deregulation,umulating mi suggests that mireg miRN- is associated with the regulation of progression of carcin carcin of carcin carcin., the cellsrelated miRNAs aremi)cRNAs) are be the protein, regulating as as am-ogenices"" or asonolerors""ors""RN""iMmiRNAs) in addition with this, the mi haveincluding.g., cancer cancer breast, lungphthalophageal, and, andic, andric, breast)) are been identified as on their expression roleRNA-..",0.3721787829359392,0.2743682310469314
Is PUVA therapy indicated for eczema treatment?,"Yes, PUVA (psoralen plus UVA) therapy is effective for eczema treatment and has relatively few side effects.","Yes, PUVA therapypu-ine pVA) is is indicated for eczema treatment. is been low adverse effects.",0.47373032960645217,0.42424242424242425
Which molecule is targeted by Olaratumab?,Olaratumab is a recombinant human monoclonal antibody that binds to platelet-derived growth factor receptor-α (PDGFRα). It is used for treatment of soft tissue sarcoma.,Ollaratumab is a moninant monizedoclonal antibody that is to thelets-rich pept factor receptor (1 (GRαα) is approved for the of patients tissue cancercoma.,0.46397502873765634,0.4489795918367347
Which deficiency is the cause of restless leg syndrome,"Iron deficiency (low serum ferritin) is a recognized cause for RLS. Further, in the striatum of subjects with restless legs syndrome, the dopamine transporter is decreased, which leads to impaired dopaminergic neurotransmission. There is also a report of magnesium deficiency underlying RLS.","The deficiency isIL iron ironritin) is the cause cause of restlesshe syndrome studies iron the caseatum of the with restless leg syndrome, iron deficiency- ( a in and is to increased muscleaminergic activitymitter. is also a deficiency of a deficiency in restlessLS.",0.4583584760127432,0.3614457831325302
What are pQTLs?,The identification of protein quantitative trait loci (pQTLs) may be a powerful complementary method of improving our understanding of disease pathways.,P p of p- transl (i (pQTLs) is be a useful tool tool for understanding the understanding of the and.,0.375,0.2926829268292683
What has capmatinib received FDA approval for in 2020?,"In May 2020, oral capmatinib received its first global approval in the USA for the treatment of adults with metastatic non-small cell lung cancer (NSCLC) whose tumours have a mutation that leads to MET exon 14 skipping, as detected by an FDA-approved test.","Cap 2020 2020, cap capmatinib was FDA first FDA approval for the US. the treatment of migraine with advancedatic melan-small cell lung cancer.NSCLC). primaryours are been high in is to aConation.. and well by the X-approved trial.",0.37265305950244687,0.3999999999999999
What causes Scurvy?," Scurvy, or ""Barlow's disease"", is a widely described disease involving cutaneous and mucosal lesions resulting from vitamin C deficiency.","Scurvy is a scscarreow's Sc"", is a rare recognized disorder caused theaneous tissue/ous muc. from the D deficiency.",0.3587153290534512,0.3
"Name the three phase 3, randomized, double-blind, placebo-controlled that assessed galcanezumab?","Galcanezumab has been assessed in the phase 3, randomized, double-blind, placebo-controlled EVOLVE-1, EVOLVE-2 and REGAIN studies.","Gcanezumab was been approved in phase phase 3, randomized, double-blind, placebo-controlled phaseAVE trialcontrolled trial EVOLVE-2, EVVEVE-.",0.6190476190476191,0.5641025641025641
What is the mechanism of action of vosoritide?,"Vosoritide is a biologic analogue of C-type natriuretic peptide, a potent stimulator of endochondral ossification.","Vosoritide is a monoc, of the-termin Cucuretic.ide ( which mon inhibitorulator of theoplrial growthlfification.",0.4109932149808957,0.3225806451612903
What is Hemophilic Pseudotumor?,"Hemophilic Pseudotumor is a rare complication of hemophilia. It  is an encapsulated haematoma in patients with haemophilia  which has a tendency to progress and produce clinical symptoms related to its anatomical location. The lesion most frequently occurs in the long bones, pelvis, small bones of the hands and feet, or rarely in the maxillofacial region.","Hemophilic Pseudotumor is a rare, of theophilia. is is a autosulated,emophop of the with hememophilia. is been large to develop into develop a manifestations. to ha presence features. diseaseion is commonly occurs in the lungs- of andvis, and intestine, the lungs, the. and in in the lungsillaryofacial bone.",0.44256215421972794,0.34615384615384615
List selective estrogen receptor degraders.,"Selective estrogen receptor degraders (SERD) are fulvestrant, RAD1901 and ARN-810. Fulvestrant is the only SERD approved for the treatment of breast cancer.","Selective estrogen receptor degraders includeSERD) are:crrin- estrogen,,, RADD11.vestrant is a most selectiveD- for the treatment of breast cancer.",0.5538698078319815,0.5581395348837209
Which proteins act as factors that promote transcription-coupled repair in bacteria?,"Transcription coupled nucleotide excision repair (TC-NER or TCR) is a cellular process by which UV-induced damage and other road-blocks encountered in the transcribed strand are restored. Bacterial transcription-coupled repair is initiated when RNA polymerase stalled at a DNA lesion is removed by Mfd (Mutation frequency decline), an ATP-dependent DNA translocase. Mfd is the major transcription repair coupling factor in bacteria. Also, the transcription elongation factor NusA, in addition to its role in recruiting translesion synthesis (TLS) DNA polymerases to gaps encountered during transcription,  promotes an alternative class of TCR involved in the identification and removal of a class of lesion, such as the N(2)-f-dG lesion.","Thecription- repairotide repairision ( (transRC) T-) is a key process that which transcription-induced transcription is degradation transcriptionblocksblocks are in bacteria pathribed bacteria of eliminated.acterial transcription-coupled nucle is a by the polymerase II by the transcription-ion site removed from aethyl1Mfd-)) which importantasedependent transcription repairocationator thatfd is a most transcription- factor factor in bacteria., T transcription-ation factor,d1 is which particular to the role in the transcriptioncriptionome,,TCR) and,ase, the in in transcription repair is is transcription increased transcription of transcriptionCRs in transcription repair of repair of transcription transcription of transcriptionion- which as the TusN)dependentibf--ion,",0.41623329339384524,0.26291079812206575
Is MIS-C or Multisystem  Inflammatory syndrome in children a complication of Covid-19?,"Is MIS-C or Multisystem Inflammatory Syndrome in children a complication of Covid-19? Yes, it is.","Yes MIS-C or Multisystem lammatory syndrome in children a complication of Covid-19?, MIS is a",0.7210206394184336,0.7647058823529412
How does Ssu72 mediate gene looping?,"Investigation of chromosome folding in mutants confirms roles for RSC, ""gene looping"" factor Ssu72, Mediator, H3K56 acetyltransferase Rtt109, and the N-terminal tail of H4 in folding of the yeast genome. The essential N terminus of the Pta1 scaffold protein is required for snoRNA transcription termination and Ssu72 function but is dispensable for pre-mRNA 3'-end processing. TFIIB crosslinks to both the promoter and terminator regions of the PMA1 and BLM10 genes, and its association with the terminator, but not the promoter, is adversely affected by E62K and by depletion of the Ssu72 component of the CPF 3' end processing complex, and is independent of TBP. We propose a model for RNAP II transcription in which promoter and terminator regions are juxtaposed, and that the resulting gene loops facilitate transcription reinitiation by the same molecule of RNAP II in a manner dependent upon Ssu72-mediated CTD dephosphorylation. The first 300 amino acids of Pta1 are sufficient for interactions with Ssu72, which is needed for pre-mRNA cleavage. ","Sig of the loop in S of that of Shos SSene looping"" and,su72, whichi, and3K1,yltransferase,SC2, and H H-terminal H of S3K the genes the gene gene. S role-us of the gene-- geneold is is S for theRNARNA loop.. thesu72 is as is notable in the-transRNA transcriptionDm-.2 is islinks the the S S and theus of of the gene21 gene S1 gene are which are interaction with the Pus is is not with transcription, is not affected by the3B56 H the of the Nsu72 gene. the gene11- protein of machinery. which thus not of theNF3 propose that novel for theAs3 and termination which S- promoterus are are involvedosed in and the the promoter loop loop are the terminationstallulation of the transcription promoter. theAP II. the single that on thesu72.mediated loop binding.formationosphorylation. S step- acids of Sta1 are required for the with thesu72 and and is required for the-mRNA 3avage.",0.42420455038430566,0.2760736196319018
List bacterial families for which delafloxacin has been shown to be effective.,"Delafloxacin has been shown to be effective against multiple gram-positive and gram-negative bacteria, including Strepotococcus pneumoniae, Haemophilus influenzae, Moraxella atarrhalis, Staphylococcus aureus, Klebsiella pneumoniae and more.","Delafloxacin is been shown to be effective in the bacterial-negative bacterial non-negative bacterial. including theaphidellacus pneumoniae, Stemophilus influenzae, andbidia,axachis, andrepylococcus aureus, andbsiella pneumoniae, St.",0.5151515151515151,0.43636363636363634
What is the most common feature of the Doege–Potter syndrome?,Doege-Potter syndrome is a paraneoplastic syndrome characterized by hypoglycemia secondary to a solitary fibrous tumor of the pleura.,"Doege–Potter syndrome is a rareapsoplastic disorder characterized by aoplcemia, to the congen,rosis fib. the brainur.",0.4,0.5
"Where in the body, is ghrelin secreted?","Ghrelin, an orexigenic peptide, is secreted from endocrine cells in the gastric mucosa.","Grelin is a essentiallfin- proteinide, is secreted in theopl glands. the liverric tractosa.",0.375,0.3076923076923077
Which mutations of SCN5A gene are implicated in Brugada syndrome?,"The following mutations of SCN5A gene have been linked to Brugada syndrome:I137M, p.W1095X; c.3284G>A, R27H, E901K, G1743R, V728I, N1443S, E1152X, c.664C>T; p.Arg222X, Ala2>Thr, Ala735, Ala735>Thr, Val1340>Ile, IVS18-1G>A, E1784K (14x), F861WfsX90 (11x), D356N (8x), G1408R (7x), G400A, H558R, W822X, Q55X, V95I, A1649V, delF1617, c.4810+3_4810+6dupGGGT, K1527R, A1569P, R367H, A735V, R1192Q, D1795.","SC SC mutations of SCN5A gene are been identified to Brugada syndrome: 1,, II5314.,,, p.W,A;p2 p.27, C.B, C1,,, G17K, V9,,, V1743,, E.3,A,C, C.5,,, p1,Ty, p2,, 7,,Tr, 7,,T1377 ,,,H,,T, 1143,,H,1 and1,,,,,,14x), and1A,11x), and1745,,8x), G14R, G3A, G9,R, G13,, G8,, G1,,, G-1,, V.F,,,,1,,1,,,,, C9,,, C1627,, C16P, C16,,, A91,, A3,,",0.31724137931034485,0.23880597014925373
What is the mechanism of action of Alpelisib?,Alpelisib is selective inhibitor of Phosphatidylinositol 3-Kinase α (PI3Kα). It is used for treatment of cancer.,Alpelisib is a for of theosphatidasetransferositol ( (phase--Ph1-1) is used for the of patients.,0.499331305271809,0.45161290322580644
